pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_telescope,disc_instrument,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_imppar,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist
HATS-47 b,HATS-47,1,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.92280380,0.042690,12.520,1.117,117.27927,0.36900,0.331000,0.088000,87.73,853,0,0.7127,2.0023200,0.17460,,4512.00,0.66,0.67,-0.796,4.63,8.100,3.36000,19h09m56.26s,287.4844021,-49d39m53.79s,-49.6649424,300.6700000
HATS-48 A b,HATS-48 A,2,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.13166660,0.037690,8.967,0.800,77.23269,0.24300,0.589000,0.162000,137.60,955,0,0.0830,2.3457600,0.11480,,4546.00,0.72,0.73,-0.709,4.59,11.970,2.80400,19h14m41.28s,288.6720048,-59d34m45.66s,-59.5793505,263.6090000
HATS-49 b,HATS-49,1,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.14804670,0.045150,8.575,0.765,112.19399,0.35300,0.986000,0.071000,80.45,835,0,0.4200,2.3460000,0.11270,,4405.00,0.70,0.71,-0.785,4.60,10.500,2.96100,00h26m27.26s,6.6135927,-56d20m39.41s,-56.3442798,324.4130000
HATS-5 b,HATS-5,1,1,0,Transit,2014,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.76338700,0.054200,10.223,0.912,75.32300,0.23700,0.390000,0.019000,183.24,1025,0,0.1580,2.9856000,0.10760,G,5304.00,0.87,0.94,-0.268,4.53,3.600,1.89070,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.3840000
HATS-50 b,HATS-50,1,1,0,Transit,2017,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.82970150,0.050460,12.666,1.130,123.95370,0.39000,0.330000,0.516000,,,0,0.4210,3.0792000,0.10380,,5990.00,1.12,1.17,0.143,4.41,1.200,1.19000,20h01m42.74s,300.4280761,-26d04m39.23s,-26.0775640,756.7420000
HATS-51 b,HATS-51,1,1,0,Transit,2017,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.34887020,0.046390,15.805,1.410,244.09344,0.76800,0.340000,0.330000,740.22,1553,0,0.3000,3.3216000,0.10100,,5758.00,1.44,1.19,0.310,4.20,4.740,0.56000,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.5700000
HATS-52 b,HATS-52,1,1,0,Transit,2017,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.36665436,0.024980,15.491,1.382,711.93920,2.24000,1.060000,0.246000,1310.22,1834,0,0.4810,2.0904000,0.13520,,6010.00,1.05,1.11,0.068,4.45,1.200,1.37000,09h20m21.02s,140.0875894,-31d16m09.16s,-31.2692116,555.1340000
HATS-53 b,HATS-53,1,1,0,Transit,2017,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.85377680,0.047530,15.020,1.340,189.10885,0.59500,0.303000,0.330000,471.61,1312,0,0.1980,3.5064000,0.12500,,5644.00,1.10,0.96,0.045,4.34,9.000,1.02700,11h46m30.80s,176.6283230,-33d51m36.28s,-33.8600764,585.7700000
HATS-54 b,HATS-54,1,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.54417650,0.037000,11.377,1.015,239.32479,0.75300,0.770000,0.000000,476.97,1429,0,0.7150,2.4680000,0.08480,G6 V,5621.00,1.23,1.05,0.115,4.20,7.960,0.79500,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.5850000
HATS-55 b,HATS-55,1,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.20420010,0.054120,14.022,1.251,292.72143,0.92100,0.587000,0.092000,355.91,1367,0,0.6620,2.7837600,0.11410,,6214.00,1.13,1.20,0.229,4.41,0.400,1.17900,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188,609.8380000
HATS-56 b,HATS-56,1,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.32479900,0.060430,18.921,1.688,191.33366,0.60200,0.155000,0.019000,1080.87,1902,0,0.6900,4.6416000,0.07890,,6536.00,2.20,1.57,0.898,3.95,1.894,0.20790,12h00m39.62s,180.1650720,-45d47m58.04s,-45.7994559,564.4090000
HATS-57 b,HATS-57,1,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.35062100,0.034930,12.767,1.139,1000.21101,3.14700,2.650000,0.028000,570.23,1413,0,0.2900,2.4885600,0.12180,,5587.00,0.96,1.03,-0.094,4.48,2.500,1.63300,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.4850000
HATS-58 A b,HATS-58 A,2,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.21808960,0.057980,12.274,1.095,327.36490,1.03000,0.960000,0.168000,382.71,1721,0,0.6550,3.1800000,0.07860,,7175.00,1.43,1.46,0.689,4.29,0.310,0.70200,12h27m08.95s,186.7873036,-48d58m42.28s,-48.9784105,403.5910000
HATS-59 b,HATS-59,1,2,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,5.41608100,0.061120,12.621,1.126,256.17098,0.80600,0.700000,0.129000,269.00,1128,0,0.4570,3.5928000,0.11160,,5670.00,1.04,1.04,-0.004,4.42,4.300,1.31000,11h21m17.84s,170.3243250,-22d23m17.44s,-22.3881770,642.8840000
HATS-59 c,HATS-59,1,2,0,Radial Velocity,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1422.00000000,2.504000,12.300,1.100,4036.44100,12.70000,11.900000,0.083000,0.16,176,0,,,,,5670.00,1.04,1.04,-0.004,4.42,4.300,1.31000,11h21m17.84s,170.3243250,-22d23m17.44s,-22.3881770,642.8840000
HATS-6 b,HATS-6,1,1,0,Transit,2015,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.32527250,0.036230,11.187,0.998,101.38777,0.31900,0.399000,0.000000,47.33,713,0,0.4270,2.0409600,0.17978,M1 V,3724.00,0.57,0.57,-1.100,4.68,8.100,4.36000,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.3180000
HATS-60 b,HATS-60,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.56082900,0.047080,12.924,1.153,210.40346,0.66200,0.537000,0.191000,903.90,1528,0,0.4500,3.8592000,0.08110,,5688.00,1.46,1.10,0.300,4.15,7.550,0.49600,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.4740000
HATS-61 b,HATS-61,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,7.81795300,0.079080,13.395,1.195,1080.62200,3.40000,2.470000,0.092000,374.20,1226,0,0.5080,5.5296000,0.07380,,5542.00,1.66,1.08,0.369,4.03,8.900,0.33000,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.7610000
HATS-62 b,HATS-62,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.27688370,0.041630,11.825,1.055,56.89157,0.17900,0.076000,0.298000,387.40,1237,0,0.3480,2.7652800,0.11590,,5416.00,0.93,0.90,-0.173,4.45,9.550,1.55600,20h49m47.83s,312.4493079,-24d18m12.62s,-24.3035060,523.0670000
HATS-63 b,HATS-63,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.05665270,0.040260,13.529,1.207,305.11680,0.96000,0.670000,0.136000,634.10,1398,0,0.7240,2.4480000,0.11590,,5627.00,1.07,0.93,0.012,4.35,10.300,1.07100,04h29m40.46s,67.4185820,-28d11m49.97s,-28.1972149,623.2320000
HATS-64 b,HATS-64,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.90889700,0.065620,18.820,1.679,305.11680,0.96000,0.245000,0.151000,1711.00,1793,0,0.3210,5.8056000,0.08170,,6554.00,2.11,1.56,0.867,3.98,1.861,0.23400,09h37m09.03s,144.2876092,-29d48m01.60s,-29.8004440,1080.1500000
HATS-65 b,HATS-65,2,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.10516100,0.044970,16.825,1.501,260.93843,0.82100,0.300000,0.062000,1178.00,1634,0,0.6670,2.8848000,0.11810,,6277.00,1.31,1.26,0.377,4.30,1.780,0.78800,19h31m45.55s,292.9397825,-26d44m24.73s,-26.7402021,493.3200000
HATS-66 b,HATS-66,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.14143910,0.047140,15.816,1.411,1694.03390,5.33000,2.340000,0.064000,2637.00,1998,0,0.2830,4.5432000,0.07870,,6626.00,1.84,1.41,0.767,4.06,2.170,0.31800,06h45m34.75s,101.3948048,-33d52m54.09s,-33.8816918,1477.9800000
HATS-67 b,HATS-67,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.60917880,0.030320,18.887,1.685,460.85350,1.45000,0.374000,0.057000,3821.00,2193,0,0.8613,1.9464000,0.12010,,6594.00,1.44,1.44,0.547,4.28,0.510,0.67700,12h00m50.11s,180.2087883,-46d08m11.11s,-46.1364201,960.1090000
HATS-68 b,HATS-68,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.58622020,0.050710,13.809,1.232,410.00070,1.29000,0.856000,0.036000,1521.00,1741,0,0.7360,3.4200000,0.07250,,6147.00,1.75,1.35,0.592,4.08,3.020,0.35600,01h00m01.46s,15.0060770,-58d54m17.01s,-58.9047242,603.9550000
HATS-69 b,HATS-69,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.22525770,0.032110,10.593,0.945,183.38791,0.57700,0.460000,0.519000,466.60,1296,0,0.2070,2.3577600,0.11050,,5137.00,0.88,0.89,-0.318,4.50,8.000,1.85400,19h17m11.38s,289.2974275,-60d53m30.34s,-60.8917599,414.5370000
HATS-7 b,HATS-7,1,1,0,Transit,2015,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.18531500,0.040120,6.311,0.563,38.13960,0.12000,0.830000,0.170000,211.62,1084,0,0.3900,2.2992000,0.07110,K2,4985.00,0.82,0.85,-0.434,4.54,7.800,2.22000,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,240.7070000
HATS-70 b,HATS-70,1,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.88823780,0.036320,15.513,1.384,4100.00700,12.90000,6.640000,0.180000,9110.00,2730,0,0.2400,3.6240000,0.07400,,7930.00,1.88,1.78,1.079,4.17,0.810,0.31459,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947,1458.8300000
HATS-71 b,HATS-71,1,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.79552020,0.037450,11.478,1.024,117.59710,0.37000,0.420000,0.000000,18.08,587,0,0.3480,2.0148000,0.22020,M3 V,3405.00,0.48,0.49,-1.560,4.77,3.200,6.26000,01h02m12.45s,15.5518893,-61d45m22.08s,-61.7561333,140.2250000
HATS-72 b,HATS-72,1,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,7.32794740,0.066517,8.097,0.722,39.85588,0.12540,0.411000,0.013000,49.58,739,0,0.1530,3.0847200,0.10290,,4656.10,0.72,0.73,-0.659,4.59,12.170,2.74300,22h36m06.20s,339.0258401,-17d00m01.10s,-17.0003046,127.5890000
HATS-74 A b,HATS-74 A,2,1,0,Transit,2021,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.73185606,0.023840,11.568,1.032,464.02947,1.46000,1.640000,0.044000,106.90,895,0,0.4060,1.6533600,0.18440,,3776.90,0.58,0.60,-1.216,4.70,11.000,4.43000,11h24m03.55s,171.0147921,-19d33m25.05s,-19.5569588,299.3890000
HATS-75 b,HATS-75,1,1,0,Transit,2021,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.78865560,0.032742,9.909,0.884,156.05375,0.49100,0.878000,0.064000,59.26,772,0,0.4060,1.9125600,0.15550,,3790.40,0.58,0.60,-1.197,4.68,14.900,4.23900,04h03m47.85s,60.9493919,-25d24m32.12s,-25.4089214,194.9640000
HATS-76 b,HATS-76,1,1,0,Transit,2021,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.94164230,0.026580,12.094,1.079,835.57088,2.62900,2.580000,0.062000,129.80,940,0,0.2810,1.8576000,0.17720,,4016.00,0.63,0.66,-1.038,4.67,4.600,3.80000,04h41m21.54s,70.3397665,-32d19m13.50s,-32.3204175,385.6890000
HATS-77 b,HATS-77,1,1,0,Transit,2021,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.08762620,0.036070,13.058,1.165,436.69623,1.37400,1.077000,0.045000,78.37,828,0,0.3280,2.2276800,0.18650,,4071.00,0.64,0.66,-0.992,4.64,12.100,3.48000,09h59m17.68s,149.8236672,-27d23m34.14s,-27.3928174,436.1760000
HATS-8 b,HATS-8,1,1,0,Transit,2015,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.58389300,0.046670,9.785,0.873,43.86054,0.13800,0.259000,0.376000,,1324,0,0.3600,3.0312000,0.08140,,5679.00,1.09,1.06,-0.025,4.39,5.100,1.15000,19h39m46.01s,294.9416887,-25d44m54.12s,-25.7483655,794.6370000
HATS-9 b,HATS-9,1,1,0,Transit,2015,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.91529100,0.031200,13.850,1.236,266.02371,0.83700,0.626000,0.075000,,1746,0,0.1600,3.5083200,0.08140,,5599.00,1.56,1.10,0.312,4.10,10.800,0.45100,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.7000000
HD 100546 b,HD 100546,1,1,0,Imaging,2014,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,1,,53.000000,77.342,6.900,2701.54146,8.50000,0.032100,,,,0,,,,B9 Vne,10500.00,1.85,2.40,1.500,4.33,0.006,0.58953,11h33m25.32s,173.3555116,-70d11m41.24s,-70.1947897,109.6770000
HD 100655 b,HD 100655,2,1,0,Radial Velocity,2011,1.8 m Telescope,BOES Echelle Spectrograph,0,157.57001000,0.680000,13.500,1.210,511.70630,1.61000,1.140000,0.090000,,,0,,,,G9 III,4891.00,10.06,2.28,1.633,2.79,1.309,,11h35m03.69s,173.7653631,+20d26m29.55s,20.4415410,137.1780000
HD 100777 b,HD 100777,1,1,0,Radial Velocity,2007,3.6 m ESO Telescope,HARPS Spectrograph,0,383.00000000,1.060000,13.700,1.220,390.92894,1.23000,0.835000,0.380000,,,0,,,,G8 V,5533.00,1.04,1.08,0.021,4.32,5.700,1.15933,11h35m51.51s,173.9646303,-04d45m19.95s,-4.7555425,49.5336000
HD 10180 c,HD 10180,1,6,0,Radial Velocity,2010,3.6 m ESO Telescope,HARPS Spectrograph,0,5.75969000,0.064120,3.680,0.328,13.10000,0.04122,1.440000,0.073000,,,0,,,,G1 V,5911.00,1.11,1.06,0.173,4.39,4.300,0.92213,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607000
HD 10180 d,HD 10180,1,6,0,Radial Velocity,2010,3.6 m ESO Telescope,HARPS Spectrograph,0,16.35700000,0.128590,3.450,0.308,11.75000,0.03697,1.570000,0.131000,,,0,,,,G1 V,5911.00,1.11,1.06,0.173,4.39,4.300,0.92213,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607000
HD 10180 e,HD 10180,1,6,0,Radial Velocity,2010,3.6 m ESO Telescope,HARPS Spectrograph,0,49.74800000,0.269900,5.390,0.481,25.10000,0.07900,0.881000,0.051000,,,0,,,,G1 V,5911.00,1.11,1.06,0.173,4.39,4.300,0.92213,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607000
HD 10180 f,HD 10180,1,6,0,Radial Velocity,2010,3.6 m ESO Telescope,HARPS Spectrograph,0,122.74400000,0.492900,5.240,0.468,23.90000,0.07520,0.913000,0.119000,,,0,,,,G1 V,5911.00,1.11,1.06,0.173,4.39,4.300,0.92213,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607000
HD 10180 g,HD 10180,1,6,0,Radial Velocity,2010,3.6 m ESO Telescope,HARPS Spectrograph,0,604.67000000,1.427000,4.910,0.438,21.40000,0.06730,0.993000,0.263000,,,0,,,,G1 V,5911.00,1.11,1.06,0.173,4.39,4.300,0.92213,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607000
HD 10180 h,HD 10180,1,6,0,Radial Velocity,2010,3.6 m ESO Telescope,HARPS Spectrograph,0,2205.00000000,3.381000,9.400,0.838,64.40000,0.20300,0.426000,0.095000,,,0,,,,G1 V,5911.00,1.11,1.06,0.173,4.39,4.300,0.92213,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607000
HD 101930 b,HD 101930,2,1,0,Radial Velocity,2005,3.6 m ESO Telescope,HARPS Spectrograph,0,70.46000000,0.300000,10.600,0.949,79.45750,0.25000,0.367000,0.110000,,,0,,,,K1 V,5108.00,0.86,0.57,-0.310,4.33,1.000,1.80149,11h43m30.15s,175.8756080,-58d00m19.37s,-58.0053798,30.0274000
HD 102117 b,HD 102117,1,1,0,Radial Velocity,2005,3.6 m ESO Telescope,HARPS Spectrograph,0,20.81330000,0.150000,8.470,0.756,54.03110,0.17000,0.489000,0.120000,,,0,,,,G6 V,5655.00,1.23,1.06,0.157,4.29,10.000,0.74131,11h44m50.33s,176.2097267,-58d42m14.45s,-58.7040134,39.5792000
HD 102195 b,HD 102195,1,1,0,Radial Velocity,2006,0.9 m KPNO Coude Feed Telescope,Exoplanet Tracker Interferometer,0,4.11377000,0.050000,14.200,1.270,130.31030,0.41000,0.250000,0.000000,,,0,,,,K0 V,5301.00,0.82,0.76,-0.334,4.49,2.400,2.16049,11h45m42.10s,176.4254063,+02d49m15.57s,2.8209912,29.3386000
HD 102272 b,HD 102272,1,1,0,Radial Velocity,2008,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,0,127.58000000,0.510000,12.900,1.150,1570.08020,4.94000,4.020000,0.050000,,,0,,,,K0,4790.00,10.30,1.45,1.662,2.58,,,11h46m23.53s,176.5980316,+14d07m26.47s,14.1240201,347.0970000
HD 102329 b,HD 102329,1,2,0,Radial Velocity,2011,10 m Keck I Telescope,HIRES Spectrometer,0,778.09998000,1.810000,12.600,1.120,2593.49280,8.16000,7.120000,0.210000,,,0,,,,K0 III,4745.00,9.82,3.21,1.292,2.96,1.600,,11h46m46.60s,176.6941567,+03d28m27.17s,3.4742143,217.1070000
HD 102329 c,HD 102329,1,2,0,Radial Velocity,2018,10 m Keck I Telescope,HIRES Spectrometer,0,1123.00000000,,13.500,1.210,483.10160,1.52000,1.080000,0.209000,,,0,,,,K0 III,4830.00,6.30,1.30,1.585,3.00,1.600,,11h46m46.60s,176.6941567,+03d28m27.17s,3.4742143,217.1070000
HD 102365 b,HD 102365,2,1,0,Radial Velocity,2010,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,122.10000000,0.460000,4.140,0.369,16.00000,0.05000,1.240000,0.340000,,,0,,,,G3/5V,5630.00,0.95,0.85,-0.057,4.57,9.000,1.65359,11h46m28.99s,176.6208003,-40d29m55.04s,-40.4986211,9.2894000
HD 102843 b,HD 102843,1,1,0,Radial Velocity,2019,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,3090.94200000,4.074000,13.100,1.170,113.90000,0.35837,0.278000,0.110000,,,0,,,,K0 V,5436.00,0.96,0.95,-0.138,4.46,,1.55679,11h50m20.51s,177.5854673,-01d15m08.28s,-1.2522989,62.7580000
HD 102956 b,HD 102956,2,1,0,Radial Velocity,2010,10 m Keck I Telescope,HIRES Spectrometer,0,6.49470000,0.080700,13.800,1.230,305.11680,0.96000,0.638000,0.037000,,,0,,,,G5,4985.00,4.55,1.66,1.064,3.38,2.300,,11h51m22.49s,177.8436988,+57d38m26.37s,57.6406584,121.8900000
HD 103197 b,HD 103197,1,1,0,Radial Velocity,2009,3.6 m ESO Telescope,HARPS Spectrograph,0,47.84000000,0.250000,5.830,0.520,28.60470,0.09000,0.793000,0.000000,,,0,,,,K1 V(P),5250.00,0.88,0.80,-0.328,4.45,9.100,1.74247,11h52m52.85s,178.2201971,-50d17m34.05s,-50.2927911,57.1463000
HD 103720 b,HD 103720,1,1,0,Radial Velocity,2014,3.6 m ESO Telescope,HARPS Spectrograph,0,4.55570000,0.049800,14.100,1.260,197.04600,0.62000,0.386000,0.086000,,,0,,,,K3 V,5017.00,0.73,0.79,-0.458,4.43,3.800,2.46811,11h56m41.12s,179.1713308,-02d46m44.90s,-2.7791393,45.5352000
HD 103774 b,HD 103774,2,1,0,Radial Velocity,2013,3.6 m ESO Telescope,HARPS Spectrograph,0,5.88810000,0.070000,13.300,1.190,116.00000,0.36700,0.271000,0.090000,,,0,,,,F5 V,6489.00,1.58,1.33,0.544,4.26,1.050,0.61418,11h56m55.46s,179.2310729,-12d06m28.78s,-12.1079951,56.4089000
HD 103891 b,HD 103891,1,1,0,Radial Velocity,2022,3.6 m ESO Telescope,HARPS Spectrograph,0,1919.00000000,3.270000,13.200,1.180,918.52410,2.89000,2.190000,0.310000,,,0,,,,F9,6072.00,2.22,1.28,0.786,3.79,3.680,0.13029,11h57m45.19s,179.4382907,-08d32m55.03s,-8.5486195,55.5213000
HD 103949 b,HD 103949,1,1,0,Radial Velocity,2019,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,120.87800000,0.439000,3.350,0.299,11.20000,0.03524,1.640000,0.190000,,,0,,,,K3 V,4792.00,0.75,0.77,-0.569,4.59,,2.70450,11h58m11.51s,179.5479558,-23d55m26.84s,-23.9241221,26.4997000
HD 104067 b,HD 104067,1,2,0,Radial Velocity,2009,3.6 m ESO Telescope,HARPS Spectrograph,0,55.85100000,0.267400,9.200,0.820,62.10000,0.19539,0.438000,0.123000,,,0,,,,K2 V,4952.00,0.78,0.82,-0.513,4.56,4.330,2.62618,11h59m10.17s,179.7923543,-20d21m20.18s,-20.3556058,20.3632000
HD 104067 c,HD 104067,1,2,0,Radial Velocity,2024,Multiple Telescopes,Multiple Instruments,0,13.89920000,0.105800,3.690,0.330,13.20000,0.04153,1.440000,0.290000,,,0,,,,K2V,4952.00,0.78,0.82,-0.513,4.56,4.330,2.62618,11h59m10.17s,179.7923543,-20d21m20.18s,-20.3556058,20.3632000
HD 10442 b,HD 10442,1,1,0,Radial Velocity,2014,10 m Keck I Telescope,HIRES Spectrometer,0,1032.30000000,2.010000,13.600,1.210,472.61321,1.48700,1.030000,0.132000,,,0,,,,K0 IV,4912.00,1.97,1.01,0.310,3.19,10.650,,01h41m53.17s,25.4715240,+02d42m15.91s,2.7044193,135.3740000
HD 104985 b,HD 104985,1,1,0,Radial Velocity,2003,1.88 m Telescope,HIDES Echelle Spectrograph,0,199.68000000,0.715000,12.800,1.140,1766.80811,5.55900,4.630000,0.047000,,,0,,,,G9 III,4738.00,11.12,1.22,1.770,2.42,,,12h05m15.79s,181.3157854,+76d54m19.21s,76.9053359,100.5760000
HD 105618 b,HD 105618,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,0,10.02245000,0.091000,5.440,0.485,25.42627,0.08000,0.868000,0.455000,,,0,,,,,5671.00,1.27,1.01,0.180,4.23,,0.68863,12h09m36.51s,182.4021288,+11d12m41.65s,11.2115695,70.0837000
HD 105618 c,HD 105618,1,2,0,Radial Velocity,2022,Multiple Telescopes,Multiple Instruments,0,77114.07158000,35.731000,11.900,1.070,8419.59233,26.49100,27.500000,0.126000,,,0,,,,,5671.00,1.27,1.01,0.180,4.23,,0.68863,12h09m36.51s,182.4021288,+11d12m41.65s,11.2115695,70.0837000
HD 105779 b,HD 105779,1,1,0,Radial Velocity,2022,3.6 m ESO Telescope,HARPS Spectrograph,0,2412.00000000,3.380000,14.100,1.260,203.41018,0.64000,0.399000,0.000000,,,0,,,,G2,5792.00,0.94,0.89,-0.108,4.36,7.540,1.71844,12h10m38.69s,182.6612053,-16d57m23.37s,-16.9564908,55.2411000
HD 106252 b,HD 106252,1,1,0,Radial Velocity,2002,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,0,1531.00000000,2.610000,12.500,1.110,3178.28407,10.00000,8.940000,0.480000,,,0,,,,G0,5874.00,1.10,1.01,0.123,4.36,4.190,1.06980,12h13m29.53s,183.3730583,+10d02m25.55s,10.0404302,38.1850000
HD 106270 b,HD 106270,1,1,0,Radial Velocity,2011,10 m Keck I Telescope,HIRES Spectrometer,0,1888.00000000,3.340000,12.400,1.110,3623.24384,11.40000,10.400000,0.185000,,,0,,,,G5 IV,5509.00,2.66,1.39,0.756,3.72,4.300,,12h13m37.18s,183.4049258,-09d30m48.83s,-9.5135645,93.8080000
HD 106315 b,HD 106315,1,2,0,Transit,2017,0.95 m Kepler Telescope,Kepler CCD Array,0,9.55237000,0.090700,2.440,0.218,12.60000,0.03964,4.700000,0.093000,240.00,1153,0,0.6700,3.7750000,0.01728,F5 V,6327.00,1.30,1.09,0.350,4.25,4.480,0.97706,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.3530000
HD 106315 c,HD 106315,1,2,0,Transit,2017,0.95 m Kepler Telescope,Kepler CCD Array,0,21.05704000,0.153600,4.350,0.388,15.20000,0.04782,1.010000,0.220000,83.00,886,1,0.5200,4.6380000,0.03086,F5 V,6327.00,1.30,1.09,0.395,4.25,4.480,0.97706,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357,109.3530000
HD 10647 b,HD 10647,1,1,0,Radial Velocity,2006,10 m Keck I Telescope,HIRES Spectrometer,0,989.20000000,2.015000,13.800,1.230,298.75000,0.94000,0.625000,0.150000,,,0,,,,F9 V,6218.00,1.10,1.11,0.149,4.62,1.400,1.25170,01h42m29.60s,25.6233526,-53d44m28.63s,-53.7412852,17.3357000
HD 106515 A b,HD 106515 A,2,1,0,Radial Velocity,2012,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,3586.86089000,4.491000,12.500,1.120,3025.09078,9.51800,8.510000,0.565000,,,0,,,,G5 V,5362.00,0.91,0.93,-0.164,4.41,11.700,1.66000,12h15m06.30s,183.7762699,-07d15m27.15s,-7.2575413,34.0915000
HD 106906 b,HD 106906,1,1,0,Imaging,2013,6.5 m Magellan II Clay Telescope,Clio2 Camera,0,,650.000000,12.400,1.110,3496.00000,11.00000,10.100000,,,1800,0,,,,F5 V,6516.00,2.12,1.50,0.750,3.90,0.013,0.19434,12h17m53.12s,184.4713308,-55d58m32.09s,-55.9755805,103.0290000
